,location,total_sqft,bath,price,bhk
5163,Marathahalli,1095.0,2.0,60.0,2
5164,Marathahalli,1060.0,2.0,48.0,2
5165,Marathahalli,1050.0,2.0,65.0,2
5166,Marathahalli,1102.0,2.0,53.67,2
5167,Marathahalli,1026.0,2.0,49.95,2
5169,Marathahalli,1220.0,2.0,59.0,2
5170,Marathahalli,881.0,2.0,48.06,2
5172,Marathahalli,1710.0,3.0,100.0,3
5173,Marathahalli,1152.0,2.0,90.0,2
5174,Marathahalli,1680.0,3.0,105.0,3
5175,Marathahalli,1910.0,3.0,119.0,3
5177,Marathahalli,1602.0,2.0,104.0,2
5178,Marathahalli,700.0,1.0,38.0,1
5179,Marathahalli,1469.0,3.0,89.0,3
5181,Marathahalli,1690.0,3.0,116.0,3
5182,Marathahalli,1065.0,2.0,55.0,2
5183,Marathahalli,1693.0,3.0,125.0,3
5184,Marathahalli,1693.0,3.0,125.0,3
5185,Marathahalli,1196.0,2.0,57.9,2
5187,Marathahalli,2122.0,3.0,125.0,3
5188,Marathahalli,1730.0,3.0,115.0,3
5189,Marathahalli,1200.0,1.0,103.0,2
5190,Marathahalli,4000.0,4.0,200.0,4
5191,Marathahalli,1314.0,2.0,55.0,2
5193,Marathahalli,1125.0,2.0,55.0,2
5194,Marathahalli,1950.0,3.0,115.0,3
5195,Marathahalli,1250.0,2.0,68.0,2
5196,Marathahalli,1125.0,2.0,56.8,2
5197,Marathahalli,1350.0,2.0,90.0,2
5198,Marathahalli,1200.0,2.0,53.0,2
5199,Marathahalli,1248.0,2.0,130.0,2
5200,Marathahalli,2500.0,5.0,175.0,4
5201,Marathahalli,957.0,2.0,47.0,2
5203,Marathahalli,1350.0,2.0,60.0,2
5204,Marathahalli,1350.0,2.0,99.0,2
5206,Marathahalli,1285.0,2.0,55.0,2
5207,Marathahalli,2500.0,5.0,181.0,4
5208,Marathahalli,1125.0,2.0,54.8,2
5209,Marathahalli,1700.0,3.0,126.0,3
5211,Marathahalli,1270.0,2.0,73.0,2
5213,Marathahalli,950.0,2.0,46.7,2
5215,Marathahalli,1019.0,2.0,49.86,2
5216,Marathahalli,1144.0,2.0,65.0,2
5217,Marathahalli,1240.0,2.0,55.0,2
5218,Marathahalli,1100.0,2.0,75.0,1
5219,Marathahalli,1710.0,3.0,135.0,3
5220,Marathahalli,1156.0,2.0,52.0,2
5221,Marathahalli,2524.0,5.0,180.0,4
5222,Marathahalli,1135.0,2.0,60.0,2
5223,Marathahalli,1839.0,3.0,130.0,3
5224,Marathahalli,1170.0,2.0,85.0,2
5225,Marathahalli,1102.0,2.0,53.67,2
5227,Marathahalli,1449.0,3.0,110.0,3
5228,Marathahalli,1360.0,2.0,101.0,2
5229,Marathahalli,1026.0,2.0,50.18,2
5232,Marathahalli,1270.0,2.0,80.0,2
5233,Marathahalli,1100.0,2.0,50.0,2
5234,Marathahalli,1196.0,2.0,57.95,2
5236,Marathahalli,1485.0,2.0,90.0,3
5237,Marathahalli,1146.0,2.0,69.0,2
5238,Margondanahalli,1090.0,2.0,58.0,2
5239,Margondanahalli,1200.0,2.0,58.5,2
5240,Margondanahalli,1200.0,2.0,67.0,2
5242,Margondanahalli,1200.0,1.0,53.0,2
5243,Margondanahalli,1000.0,2.0,57.0,2
5245,Margondanahalli,1200.0,2.0,69.0,2
5246,Margondanahalli,900.0,2.0,49.0,2
5247,Margondanahalli,1140.0,2.0,60.0,2
5248,Margondanahalli,900.0,2.0,55.0,2
5249,Margondanahalli,1100.0,2.0,55.0,2
5250,Margondanahalli,900.0,2.0,55.0,2
5251,Margondanahalli,1152.0,1.0,66.0,2
5253,Margondanahalli,1200.0,2.0,65.0,2
5254,Margondanahalli,1050.0,2.0,58.0,2
5255,Margondanahalli,1160.0,2.0,65.0,2
5256,Margondanahalli,1334.0,2.0,67.76,2
5257,Marsur,1800.0,4.0,145.0,4
5258,Marsur,1200.0,3.0,90.0,3
5259,Marsur,1200.0,3.0,120.0,3
5260,Mico Layout,5000.0,9.0,210.0,9
5262,Mico Layout,1125.0,2.0,40.0,2
5263,Mico Layout,800.0,2.0,80.0,2
5264,Mico Layout,1190.0,2.0,39.25,2
5265,Mico Layout,800.0,1.0,29.5,1
5267,Mico Layout,1171.0,2.0,39.0,2
5268,Mico Layout,1200.0,2.0,53.5,2
5270,Mico Layout,1140.0,2.0,43.0,2
5271,Munnekollal,1170.0,2.0,52.0,2
5272,Munnekollal,1102.0,2.0,53.67,2
5274,Munnekollal,1200.0,2.0,49.5,2
5275,Munnekollal,950.0,2.0,46.5,2
5277,Munnekollal,1210.0,2.0,75.0,2
5280,Munnekollal,1080.0,2.0,45.0,2
5281,Munnekollal,1170.0,2.0,59.0,2
5284,Munnekollal,1030.0,2.0,50.36,2
5285,Murugeshpalya,1296.0,2.0,81.0,2
5286,Murugeshpalya,1550.0,3.0,74.0,3
5287,Murugeshpalya,1845.0,3.0,91.0,3
5288,Murugeshpalya,2135.0,3.0,160.0,3
5289,Murugeshpalya,1185.0,2.0,85.0,2
5290,Murugeshpalya,1225.0,2.0,48.0,2
5291,Murugeshpalya,1930.0,3.0,75.0,3
5292,Murugeshpalya,1600.0,2.0,65.0,3
5293,Murugeshpalya,1344.0,2.0,56.0,3
5294,Murugeshpalya,1500.0,2.0,70.0,3
5295,Murugeshpalya,1855.0,3.0,96.0,3
5296,Murugeshpalya,1175.0,2.0,75.0,2
5297,Mysore Road,1175.0,2.0,73.5,2
5299,Mysore Road,1020.0,2.0,48.95,2
5300,Mysore Road,1200.0,2.0,85.0,2
5301,Mysore Road,1175.0,2.0,73.5,2
5302,Mysore Road,1070.0,2.0,45.0,2
5303,Mysore Road,1060.0,2.0,62.0,2
5304,Mysore Road,980.0,2.0,45.47,2
5305,Mysore Road,883.0,2.0,40.0,2
5306,Mysore Road,1525.0,3.0,96.0,3
5307,Mysore Road,1200.0,2.0,65.0,2
5311,Mysore Road,883.0,2.0,40.95,2
5312,Mysore Road,1070.0,2.0,49.65,2
5314,Mysore Road,883.0,2.0,50.0,2
5315,Mysore Road,1155.0,2.0,51.0,2
5316,Mysore Road,1003.0,2.0,43.0,2
5317,Mysore Road,1237.0,2.0,73.0,2
5318,Mysore Road,883.0,2.0,45.0,2
5319,Mysore Road,1170.0,2.0,65.0,2
5320,Mysore Road,940.0,2.0,43.61,2
5322,Mysore Road,1020.0,2.0,48.95,2
5323,Mysore Road,1568.0,2.0,100.0,3
5324,Mysore Road,1175.0,2.0,70.5,2
5325,Mysore Road,1080.0,2.0,60.0,3
5326,Mysore Road,883.0,2.0,37.0,2
5327,Mysore Road,1175.0,2.0,86.68,2
5329,NGR Layout,1020.0,2.0,45.9,2
5330,NGR Layout,1020.0,2.0,48.45,2
5331,NGR Layout,1105.0,2.0,52.48,2
5332,NGR Layout,1022.0,2.0,45.9,2
5333,NGR Layout,1020.0,2.0,48.45,2
5334,NGR Layout,1020.0,2.0,45.0,2
5335,NGR Layout,1019.0,2.0,45.9,2
5336,NGR Layout,1020.0,2.0,46.0,2
5337,NGR Layout,1020.0,2.0,48.45,2
5338,NGR Layout,1020.0,2.0,48.45,2
5339,NGR Layout,1021.0,2.0,46.0,2
5340,NGR Layout,1021.0,2.0,45.9,2
5341,NRI Layout,1565.0,2.0,75.0,3
5342,NRI Layout,2500.0,5.0,130.0,5
5343,NRI Layout,1060.0,2.0,35.0,2
5344,NRI Layout,1125.0,2.0,45.56,2
5345,NRI Layout,2150.0,4.0,115.0,4
5346,NRI Layout,1200.0,4.0,95.0,4
5347,NRI Layout,1250.0,2.0,75.0,2
5348,NRI Layout,1789.0,3.0,75.0,3
5349,NRI Layout,2400.0,2.0,125.0,2
5350,NRI Layout,2700.0,5.0,95.75,4
5352,Nagarbhavi,1350.0,3.0,150.0,3
5353,Nagarbhavi,1200.0,2.0,150.0,2
5354,Nagarbhavi,2400.0,3.0,160.0,3
5355,Nagarbhavi,884.0,2.0,36.0,1
5356,Nagarbhavi,1055.0,2.0,55.0,2
5358,Nagarbhavi,1223.0,2.0,60.0,2
5359,Nagarbhavi,956.0,2.0,49.0,2
5361,Nagarbhavi,1200.0,2.0,150.0,2
5364,Nagarbhavi,1145.0,2.0,40.0,2
5365,Nagarbhavi,1250.0,3.0,175.0,4
5366,Nagarbhavi,710.0,2.0,40.0,1
5368,Nagarbhavi,1212.0,2.0,50.0,2
5369,Nagarbhavi,1020.0,2.0,55.0,2
5371,Nagarbhavi,1120.0,2.0,53.0,2
5373,Nagarbhavi,1146.0,2.0,50.0,2
5375,Nagarbhavi,1190.0,2.0,63.0,2
5376,Nagarbhavi,1050.0,2.0,80.0,2
5377,Nagarbhavi,2500.0,3.0,180.0,5
5378,Nagarbhavi,1050.0,3.0,175.0,3
5380,Nagarbhavi,1250.0,3.0,170.0,2
5382,Nagarbhavi,1400.0,2.0,135.0,3
5384,Nagarbhavi,1100.0,2.0,46.2,2
5385,Nagarbhavi,1080.0,2.0,49.0,2
5386,Nagarbhavi,1800.0,3.0,180.0,4
5387,Nagarbhavi,1225.0,2.0,58.0,2
5388,Nagasandra,980.0,2.0,48.0,2
5389,Nagasandra,4050.0,5.0,140.0,5
5390,Nagasandra,1470.0,2.0,110.0,3
5391,Nagasandra,1310.0,3.0,95.0,4
5392,Nagasandra,2400.0,4.0,145.0,4
5393,Nagasandra,1650.0,3.0,95.0,3
5394,Nagasandra,1500.0,2.0,91.0,2
5395,Nagasandra,4000.0,8.0,160.0,8
5396,Nagavara,2172.65,3.0,120.0,4
5398,Nagavara,2319.0,3.0,180.0,3
5399,Nagavara,2430.0,4.0,180.0,3
5400,Nagavara,936.0,2.0,40.2,2
5401,Nagavara,1125.0,2.0,44.5,2
5402,Nagavara,1315.0,2.0,70.0,2
5403,Nagavara,1077.0,2.0,50.0,2
5404,Nagavara,2496.0,4.0,125.0,4
5405,Nagavara,1110.0,2.0,44.95,2
5406,Nagavara,1247.0,2.0,58.56,2
5407,Nagavarapalya,1392.0,2.0,99.0,2
5408,Nagavarapalya,1392.0,2.0,130.0,2
5409,Nagavarapalya,705.0,1.0,52.5,1
5410,Nagavarapalya,1300.0,3.0,80.0,3
5411,Nagavarapalya,705.0,1.0,57.0,1
5412,Nagavarapalya,705.0,1.0,55.0,1
5413,Nagavarapalya,705.0,1.0,57.0,1
5414,Nagavarapalya,646.0,1.0,25.84,1
5415,Nagavarapalya,1392.0,2.0,130.0,2
5416,Nagavarapalya,1335.0,2.0,110.0,2
5417,Nagavarapalya,1260.0,2.0,85.5,2
5418,Narayanapura,1308.0,2.0,89.04,2
5419,Narayanapura,1566.0,3.0,83.3,3
5420,Narayanapura,1308.0,2.0,92.66,2
5421,Narayanapura,1485.0,3.0,85.0,3
5422,Narayanapura,1302.0,2.0,69.1,2
5423,Narayanapura,1308.0,2.0,89.04,2
5424,Narayanapura,1469.0,2.0,99.14,2
5425,Neeladri Nagar,1053.0,2.0,45.0,2
5426,Neeladri Nagar,1363.0,2.0,68.0,2
5427,Neeladri Nagar,2556.0,3.0,133.0,3
5428,Neeladri Nagar,674.0,1.0,21.0,1
5429,Neeladri Nagar,527.0,1.0,26.0,1
5430,Neeladri Nagar,1167.0,2.0,38.0,3
5431,Neeladri Nagar,1060.0,2.0,35.0,2
5432,Neeladri Nagar,640.0,1.0,20.5,1
5433,Neeladri Nagar,4000.0,12.0,160.0,10
5434,Neeladri Nagar,1105.0,2.0,30.0,2
5435,Neeladri Nagar,1100.0,2.0,30.0,2
5436,Neeladri Nagar,2111.0,3.0,103.0,3
5437,Nehru Nagar,961.0,2.0,38.0,2
5438,Nehru Nagar,1775.0,3.0,110.0,3
5439,Nehru Nagar,2363.0,5.0,120.0,4
5440,Nehru Nagar,2342.0,3.0,115.0,4
5441,Nehru Nagar,967.0,2.0,41.1,2
5442,Nehru Nagar,1374.0,3.0,72.0,3
5443,Nehru Nagar,1674.0,3.0,90.0,3
5444,Nehru Nagar,1269.0,2.0,63.0,3
5445,Nehru Nagar,1100.0,2.0,50.0,2
5446,Nehru Nagar,1674.0,3.0,81.0,3
5447,OMBR Layout,2420.0,3.0,185.0,3
5448,OMBR Layout,1078.0,2.0,65.0,2
5449,OMBR Layout,1101.0,2.0,65.5,2
5450,OMBR Layout,1041.0,2.0,65.5,2
5451,OMBR Layout,1300.0,2.0,80.0,2
5452,OMBR Layout,1085.0,2.0,64.0,2
5453,OMBR Layout,1855.0,3.0,145.0,3
5454,OMBR Layout,1050.0,2.0,48.0,2
5456,OMBR Layout,1165.0,2.0,88.5,2
5457,OMBR Layout,1200.0,4.0,200.0,4
5458,OMBR Layout,1101.0,2.0,66.0,2
5460,Old Airport Road,2732.0,4.0,204.0,4
5461,Old Airport Road,1875.0,2.0,110.0,3
5462,Old Airport Road,3356.0,4.0,251.0,4
5463,Old Airport Road,1206.0,2.0,75.0,2
5464,Old Airport Road,2774.0,4.0,207.0,4
5465,Old Airport Road,2690.0,4.0,191.0,4
5466,Old Airport Road,2690.0,4.0,199.0,4
5467,Old Airport Road,1655.0,2.0,97.65,2
5468,Old Airport Road,1075.0,2.0,60.0,2
5469,Old Airport Road,1858.0,2.0,167.0,3
5470,Old Airport Road,1150.0,2.0,90.0,2
5471,Old Airport Road,2690.0,4.0,191.0,4
5472,Old Airport Road,2658.0,5.0,187.0,4
5473,Old Airport Road,946.0,2.0,58.0,2
5474,Old Airport Road,2774.0,4.0,208.0,4
5475,Old Airport Road,2774.0,4.0,208.0,4
5476,Old Airport Road,3200.0,4.0,280.0,4
5477,Old Airport Road,2690.0,4.0,201.0,4
5478,Old Airport Road,1050.0,2.0,50.0,2
5479,Old Airport Road,1145.0,2.0,75.0,2
5480,Old Airport Road,2732.0,4.0,194.0,4
5481,Old Airport Road,2658.0,5.0,189.0,4
5482,Old Airport Road,2774.0,4.0,197.0,4
5483,Old Airport Road,2392.0,3.0,249.0,3
5484,Old Airport Road,3496.0,4.0,262.0,4
5485,Old Airport Road,2774.0,4.0,197.0,4
5486,Old Airport Road,2732.0,4.0,204.0,4
5487,Old Airport Road,1798.0,3.0,150.0,3
5488,Old Airport Road,2774.0,4.0,208.0,4
5489,Old Airport Road,1184.0,2.0,78.0,2
5490,Old Airport Road,3504.0,4.0,262.0,4
5491,Old Airport Road,1055.0,2.0,75.0,2
5492,Old Madras Road,1425.0,2.0,94.0,3
5494,Old Madras Road,935.0,2.0,32.72,2
5496,Old Madras Road,1450.0,3.0,132.0,4
5497,Old Madras Road,935.0,2.0,45.0,2
5498,Old Madras Road,1720.0,3.0,100.0,3
5499,Old Madras Road,1200.0,2.0,72.0,2
5500,Old Madras Road,1225.0,2.0,53.55,2
5501,Old Madras Road,1100.0,2.0,70.0,2
5502,Old Madras Road,2760.0,5.0,157.0,3
5503,Old Madras Road,1171.0,2.0,75.0,2
5504,Old Madras Road,935.0,2.0,45.0,2
5505,Old Madras Road,2266.0,3.0,169.0,3
5506,Old Madras Road,2640.0,5.0,142.0,3
5507,Old Madras Road,1065.0,2.0,47.86,2
5508,Old Madras Road,1160.0,2.0,42.0,2
5509,Old Madras Road,2010.0,3.0,125.0,4
5512,Old Madras Road,1210.0,2.0,74.0,2
5513,Old Madras Road,1171.0,2.0,72.0,2
5514,Old Madras Road,1480.0,3.0,95.0,3
5516,Old Madras Road,1210.0,2.0,80.0,2
5517,Old Madras Road,1859.0,3.0,121.0,3
5518,Old Madras Road,2990.0,5.0,173.0,3
5519,Old Madras Road,1300.0,2.0,100.0,2
5520,Old Madras Road,1299.0,2.0,95.0,2
5521,Old Madras Road,3900.0,4.0,175.0,4
5522,Old Madras Road,2300.0,3.0,142.0,3
5523,Old Madras Road,1157.0,2.0,47.32,2
5524,Old Madras Road,1210.0,2.0,80.0,2
5525,Old Madras Road,1210.0,2.0,77.0,2
5526,Old Madras Road,2430.0,5.0,180.0,3
5527,Old Madras Road,1300.0,2.0,100.0,2
5528,Old Madras Road,935.0,2.0,32.0,2
5529,Old Madras Road,1330.0,2.0,74.0,2
5530,Old Madras Road,1720.0,3.0,106.0,3
5531,Old Madras Road,1157.0,2.0,47.32,2
5532,Old Madras Road,2640.0,5.0,150.0,3
5533,Old Madras Road,2990.0,3.0,170.0,3
5535,Old Madras Road,935.0,2.0,37.77,2
5536,Old Madras Road,1171.0,2.0,73.0,2
5537,Old Madras Road,1630.0,3.0,110.0,3
5538,Old Madras Road,1165.0,2.0,52.0,2
5539,Old Madras Road,2640.0,2.0,170.0,2
5540,Old Madras Road,1165.0,2.0,51.42,2
5541,Old Madras Road,935.0,2.0,32.72,2
5542,Old Madras Road,1211.0,2.0,45.0,2
5543,Padmanabhanagar,1736.0,6.0,190.0,4
5544,Padmanabhanagar,1020.0,2.0,63.0,2
5545,Padmanabhanagar,1176.0,2.0,62.0,2
5546,Padmanabhanagar,1258.0,2.0,115.0,2
5548,Padmanabhanagar,1100.0,2.0,65.0,2
5549,Padmanabhanagar,3400.0,3.0,210.0,4
5550,Padmanabhanagar,1500.0,2.0,200.0,3
5554,Padmanabhanagar,1200.0,2.0,60.0,2
5556,Padmanabhanagar,1000.0,1.0,90.0,2
5557,Padmanabhanagar,1067.0,2.0,52.0,2
5559,Padmanabhanagar,1150.0,2.0,45.0,2
5562,Padmanabhanagar,1100.0,2.0,60.0,2
5563,Padmanabhanagar,2051.0,3.0,180.0,3
5564,Padmanabhanagar,2051.0,3.0,170.0,3
5565,Padmanabhanagar,1150.0,2.0,50.0,2
5566,Pai Layout,1006.0,2.0,35.0,2
5567,Pai Layout,1550.0,2.0,90.0,3
5568,Pai Layout,1050.0,2.0,40.0,2
5570,Pai Layout,1100.0,2.0,50.0,2
5571,Pai Layout,1255.0,2.0,80.0,2
5572,Pai Layout,1075.0,2.0,35.0,2
5573,Pai Layout,1400.0,2.0,57.5,2
5574,Pai Layout,1175.0,2.0,60.0,2
5575,Pai Layout,810.0,2.0,34.5,2
5576,Pai Layout,1000.0,2.0,34.0,2
5577,Pai Layout,1000.0,2.0,42.0,2
5578,Pai Layout,1068.0,2.0,48.0,2
5582,Panathur,1359.0,2.0,87.0,2
5583,Panathur,1438.0,2.0,100.0,2
5585,Panathur,1198.0,2.0,77.0,2
5586,Panathur,1180.0,2.0,70.0,2
5587,Panathur,1193.0,2.0,86.0,2
5588,Panathur,1546.0,3.0,99.0,3
5589,Panathur,1195.0,2.0,84.0,2
5591,Panathur,1000.0,2.0,65.3,2
5592,Panathur,1109.0,2.0,63.0,2
5593,Panathur,1000.0,2.0,68.0,2
5594,Panathur,1199.0,2.0,85.0,2
5595,Panathur,1255.0,2.0,79.0,2
5596,Panathur,1205.0,2.0,62.9,2
5597,Panathur,1210.0,2.0,85.0,2
5598,Panathur,1198.0,2.0,82.0,2
5599,Panathur,1199.0,2.0,86.0,2
5600,Panathur,1235.0,2.0,65.0,2
5601,Panathur,1198.0,2.0,86.26,2
5602,Panathur,1210.0,2.0,80.0,2
5603,Panathur,1199.0,2.0,85.0,2
5604,Panathur,1210.0,2.0,77.0,2
5605,Panathur,1199.0,2.0,85.0,2
5606,Panathur,1210.0,2.0,78.0,2
5608,Panathur,1050.0,2.0,60.0,2
5609,Panathur,1398.0,2.0,97.0,2
5610,Panathur,1065.0,2.0,58.0,2
5611,Panathur,1007.0,2.0,64.0,2
5612,Panathur,1210.0,2.0,77.93,2
5613,Panathur,1230.0,2.0,80.0,2
5614,Panathur,980.0,2.0,57.0,2
5615,Panathur,1075.0,2.0,60.0,2
5616,Panathur,1210.0,2.0,69.0,2
5617,Panathur,1343.0,2.0,76.0,2
5618,Parappana Agrahara,1194.0,2.0,47.0,2
5619,Parappana Agrahara,1194.0,2.0,47.0,2
5620,Parappana Agrahara,1194.0,2.0,46.0,2
5621,Parappana Agrahara,1194.0,2.0,47.0,2
5622,Parappana Agrahara,1194.0,2.0,46.0,2
5623,Parappana Agrahara,1194.0,2.0,47.0,2
5624,Parappana Agrahara,1194.0,2.0,47.0,2
5625,Parappana Agrahara,1092.0,2.0,43.0,2
5626,Parappana Agrahara,1194.0,2.0,45.0,2
5627,Parappana Agrahara,1200.0,1.0,45.0,1
5628,Parappana Agrahara,1194.0,2.0,46.0,2
5629,Parappana Agrahara,1194.0,2.0,47.0,2
5630,Parappana Agrahara,1194.0,2.0,47.0,2
5631,Parappana Agrahara,1194.0,2.0,46.0,2
5632,Parappana Agrahara,1194.0,2.0,46.0,2
5633,Pattandur Agrahara,1550.0,2.0,80.0,3
5634,Pattandur Agrahara,1025.0,2.0,44.5,2
5635,Pattandur Agrahara,875.0,2.0,33.0,2
5636,Pattandur Agrahara,1302.0,2.0,66.0,2
5637,Pattandur Agrahara,1550.0,2.0,80.0,3
5638,Pattandur Agrahara,1247.0,2.0,62.35,2
5639,Pattandur Agrahara,1350.0,2.0,68.0,2
5640,Poorna Pragna Layout,920.0,2.0,39.55,2
5643,Poorna Pragna Layout,1160.0,2.0,46.39,2
5646,Poorna Pragna Layout,965.0,2.0,48.0,2
5651,Poorna Pragna Layout,1160.0,2.0,46.39,2
5653,Poorna Pragna Layout,1160.0,2.0,46.39,2
5656,Poorna Pragna Layout,960.0,2.0,50.0,2
5658,Prithvi Layout,2028.0,4.0,162.0,4
5659,Prithvi Layout,1352.0,2.0,87.5,2
5660,Prithvi Layout,1190.0,2.0,68.0,2
5661,Prithvi Layout,1352.0,2.0,85.0,2
5662,Prithvi Layout,1352.0,2.0,75.0,2
5663,Prithvi Layout,946.0,3.0,140.0,3
5664,Prithvi Layout,2273.0,4.0,220.0,3
5666,Prithvi Layout,1352.0,3.0,93.0,2
5667,Prithvi Layout,2273.0,4.0,192.0,3
5668,Prithvi Layout,1352.0,2.0,72.0,2
5669,Prithvi Layout,2100.0,3.0,125.0,3
5671,R.T. Nagar,1200.0,2.0,120.0,2
5673,R.T. Nagar,1040.0,2.0,46.0,2
5674,R.T. Nagar,1200.0,2.0,45.0,2
5675,R.T. Nagar,1235.0,2.0,65.0,2
5676,R.T. Nagar,800.0,1.0,170.0,2
5677,R.T. Nagar,1140.0,3.0,130.0,3
5678,R.T. Nagar,970.0,2.0,55.0,2
5679,R.T. Nagar,1560.0,3.0,125.0,3
5680,R.T. Nagar,1200.0,2.0,60.0,2
5684,R.T. Nagar,1200.0,3.0,140.0,3
5685,R.T. Nagar,1100.0,3.0,125.0,2
5686,R.T. Nagar,1150.0,2.0,72.0,2
5687,R.T. Nagar,1500.0,2.0,230.0,2
5688,R.T. Nagar,1500.0,4.0,185.0,4
5689,R.T. Nagar,3600.0,8.0,165.0,9
5690,R.T. Nagar,1080.0,2.0,48.0,2
5691,R.T. Nagar,1325.0,2.0,52.0,2
5692,R.T. Nagar,1800.0,3.0,120.0,4
5693,R.T. Nagar,1300.0,3.0,145.0,3
5695,R.T. Nagar,1100.0,2.0,85.0,2
5696,R.T. Nagar,1667.0,3.0,130.0,3
5697,Rachenahalli,1050.0,2.0,52.07,2
5699,Rachenahalli,1050.0,2.0,55.5,2
5700,Rachenahalli,996.0,2.0,67.0,2
5701,Rachenahalli,680.0,1.0,44.0,1
5703,Rachenahalli,1050.0,2.0,53.5,2
5705,Rachenahalli,1220.0,2.0,59.5,2
5706,Rachenahalli,1050.0,2.0,52.5,2
5708,Rachenahalli,1204.0,2.0,38.5,2
5709,Rachenahalli,2721.0,3.0,113.0,3
5710,Rachenahalli,1050.0,2.0,52.1,2
5711,Rachenahalli,1050.0,2.0,53.5,2
5712,Rachenahalli,1113.0,2.0,55.0,2
5716,Rachenahalli,1050.0,2.0,52.5,2
5717,Rachenahalli,680.0,1.0,46.0,1
5720,Rachenahalli,690.0,1.0,39.8,1
5721,Rachenahalli,1200.0,2.0,50.0,2
5722,Rachenahalli,1050.0,2.0,47.25,2
5723,Rachenahalli,1050.0,2.0,55.5,2
5724,Rachenahalli,1100.0,2.0,68.0,2
5725,Rachenahalli,985.0,2.0,49.97,2
5726,Rachenahalli,1050.0,2.0,52.5,2
5727,Rachenahalli,1050.0,2.0,52.08,2
5729,Rachenahalli,1050.0,2.0,52.07,2
5731,Rachenahalli,1200.0,2.0,46.5,2
5732,Rachenahalli,1050.0,2.0,52.08,2
5733,Rachenahalli,985.0,2.0,49.97,2
5734,Rachenahalli,1856.0,3.0,106.0,3
5735,Rachenahalli,1050.0,2.0,52.5,2
5736,Rachenahalli,1167.0,2.0,37.5,2
5737,Rachenahalli,985.0,2.0,50.17,2
5738,Rachenahalli,925.0,2.0,37.0,2
5739,Rachenahalli,1756.0,3.0,110.0,3
5742,Rachenahalli,985.0,2.0,50.17,2
5743,Rachenahalli,1050.0,2.0,52.71,2
5746,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5747,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5748,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5749,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5750,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5751,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5752,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5753,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5754,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5755,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5757,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5758,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5759,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5761,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5762,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5763,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5764,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5767,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5768,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5769,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5770,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5771,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5772,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5775,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5776,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5777,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5780,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5781,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5783,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5784,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5785,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5786,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5788,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5789,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5791,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5792,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5793,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5794,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5795,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5796,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5797,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5798,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5799,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5800,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5801,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5802,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5804,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5806,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5807,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
